species_id,field_name,field_value,gap_type,recommended_action,current_source_ids
BCNPPD-0140,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0122
BCNPPD-0140,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0122
BCNPPD-0140,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0122
BCNPPD-0140,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0122
BCNPPD-0140,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0122
BCNPPD-0141,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0123
BCNPPD-0141,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0123
BCNPPD-0141,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0123
BCNPPD-0141,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0123
BCNPPD-0141,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0123
BCNPPD-0142,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0124
BCNPPD-0142,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0124
BCNPPD-0142,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0124
BCNPPD-0142,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0124
BCNPPD-0142,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0124
BCNPPD-0143,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0125
BCNPPD-0143,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0125
BCNPPD-0143,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0125
BCNPPD-0143,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0125
BCNPPD-0143,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0125
BCNPPD-0144,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0126
BCNPPD-0144,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0126
BCNPPD-0144,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0126
BCNPPD-0144,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0126
BCNPPD-0144,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0126
BCNPPD-0145,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0127
BCNPPD-0145,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0127
BCNPPD-0145,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0127
BCNPPD-0145,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0127
BCNPPD-0145,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0127
BCNPPD-0146,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0128
BCNPPD-0146,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0128
BCNPPD-0146,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0128
BCNPPD-0146,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0128
BCNPPD-0146,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0128
BCNPPD-0044,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0044,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0044,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0044,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0044,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0147,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0129
BCNPPD-0147,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0129
BCNPPD-0147,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0129
BCNPPD-0147,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0129
BCNPPD-0147,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0129
BCNPPD-0148,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0130
BCNPPD-0148,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0130
BCNPPD-0148,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0130
BCNPPD-0148,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0130
BCNPPD-0148,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0130
BCNPPD-0149,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0131
BCNPPD-0149,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0131
BCNPPD-0149,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0131
BCNPPD-0149,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0131
BCNPPD-0149,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0131
BCNPPD-0150,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0132
BCNPPD-0150,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0132
BCNPPD-0150,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0132
BCNPPD-0150,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0132
BCNPPD-0150,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0132
BCNPPD-0151,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0133
BCNPPD-0151,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0133
BCNPPD-0151,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0133
BCNPPD-0151,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0133
BCNPPD-0151,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0133
BCNPPD-0152,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0134
BCNPPD-0152,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0134
BCNPPD-0152,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0134
BCNPPD-0152,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0134
BCNPPD-0152,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0134
BCNPPD-0045,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0045,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0045,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0045,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0045,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0046,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025;SRC-0030
BCNPPD-0046,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025;SRC-0030
BCNPPD-0046,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025;SRC-0030
BCNPPD-0046,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025;SRC-0030
BCNPPD-0046,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025;SRC-0030
BCNPPD-0006,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0009;SRC-0004;SRC-0135
BCNPPD-0006,Life Cycle,Perennial,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0009;SRC-0004;SRC-0135
BCNPPD-0006,Sun,Part shade to shade,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0009;SRC-0004;SRC-0135
BCNPPD-0006,Soil Moisture,Mesic,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0009;SRC-0004;SRC-0135
BCNPPD-0006,Urban Toughness,4,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0009;SRC-0004;SRC-0135
BCNPPD-0153,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0136
BCNPPD-0153,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0136
BCNPPD-0153,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0136
BCNPPD-0153,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0136
BCNPPD-0153,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0136
BCNPPD-0007,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0010;SRC-0004
BCNPPD-0007,Life Cycle,Perennial,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0010;SRC-0004
BCNPPD-0007,Sun,Part shade to shade,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0010;SRC-0004
BCNPPD-0007,Soil Moisture,Mesic to moist,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0010;SRC-0004
BCNPPD-0007,Urban Toughness,4,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0010;SRC-0004
BCNPPD-0154,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0137
BCNPPD-0154,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0137
BCNPPD-0154,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0137
BCNPPD-0154,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0137
BCNPPD-0154,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0137
BCNPPD-0155,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0138
BCNPPD-0155,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0138
BCNPPD-0155,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0138
BCNPPD-0155,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0138
BCNPPD-0155,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0138
BCNPPD-0156,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0139
BCNPPD-0156,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0139
BCNPPD-0156,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0139
BCNPPD-0156,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0139
BCNPPD-0156,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0139
BCNPPD-0157,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0140
BCNPPD-0157,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0140
BCNPPD-0157,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0140
BCNPPD-0157,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0140
BCNPPD-0157,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0140
BCNPPD-0047,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0047,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0047,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0047,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0047,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0048,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0048,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0048,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0048,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0048,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025
BCNPPD-0158,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0141
BCNPPD-0158,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0141
BCNPPD-0158,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0141
BCNPPD-0158,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0141
BCNPPD-0158,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0141
BCNPPD-0049,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025;SRC-0031
BCNPPD-0049,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025;SRC-0031
BCNPPD-0049,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025;SRC-0031
BCNPPD-0049,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025;SRC-0031
BCNPPD-0049,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0025;SRC-0031
BCNPPD-0008,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0011;SRC-0004
BCNPPD-0008,Life Cycle,Perennial,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0011;SRC-0004
BCNPPD-0008,Sun,Sun to part shade,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0011;SRC-0004
BCNPPD-0008,Soil Moisture,Dry to mesic,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0011;SRC-0004
BCNPPD-0008,Urban Toughness,5,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0011;SRC-0004
BCNPPD-0009,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0012;SRC-0004
BCNPPD-0009,Life Cycle,Perennial,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0012;SRC-0004
BCNPPD-0009,Sun,Part shade to shade,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0012;SRC-0004
BCNPPD-0009,Soil Moisture,Moist,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0012;SRC-0004
BCNPPD-0009,Urban Toughness,3,candidate_value_needs_field_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0012;SRC-0004
BCNPPD-0159,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0142
BCNPPD-0159,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0142
BCNPPD-0159,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0142
BCNPPD-0159,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0142
BCNPPD-0159,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0142
BCNPPD-0160,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0143
BCNPPD-0160,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0143
BCNPPD-0160,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0143
BCNPPD-0160,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0143
BCNPPD-0160,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0143
BCNPPD-0161,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0144
BCNPPD-0161,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0144
BCNPPD-0161,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0144
BCNPPD-0161,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0144
BCNPPD-0161,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0144
BCNPPD-0162,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0145
BCNPPD-0162,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0145
BCNPPD-0162,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0145
BCNPPD-0162,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0145
BCNPPD-0162,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0145
BCNPPD-0163,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0146
BCNPPD-0163,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0146
BCNPPD-0163,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0146
BCNPPD-0163,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0146
BCNPPD-0163,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0146
BCNPPD-0164,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0147
BCNPPD-0164,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0147
BCNPPD-0164,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0147
BCNPPD-0164,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0147
BCNPPD-0164,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0147
BCNPPD-0165,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0148
BCNPPD-0165,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0148
BCNPPD-0165,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0148
BCNPPD-0165,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0148
BCNPPD-0165,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0148
BCNPPD-0166,Plant Type,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0149
BCNPPD-0166,Life Cycle,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0149
BCNPPD-0166,Sun,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0149
BCNPPD-0166,Soil Moisture,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0149
BCNPPD-0166,Urban Toughness,,missing_value_needs_review,Add field-specific reviewed source attribution before promoting this value or using it in scores.,SRC-0149
